device_os,amt,gender,city,job,category,age_category,transactions_count,unique_merchants_count,time_since_last,day_of_week_sin,day_of_week_cos,period_of_day_sin,period_of_day_cos
Linux,0.654935364264956,M,Test City,Teacher,Entertainment,Middle Age,0,1,0.00134077843046305,0.900968867902419,0.801937735804838,0.5,0
other,0.695500551157431,M,Phoenix,Doctor,Apparel,Young Adult,0,1,0.311788269975988,0.277479066043686,0,0.5,1
Windows,0.190019039983966,F,Test City,Teacher,Travel,Middle Age,0.222222222222222,1,0.00157210992022604,0.900968867902419,0.801937735804838,0.5,1
other,0.711093295921435,M,Test City,Clerk,Groceries,Adult,0.333333333333333,1,0.0035260769770707,0.900968867902419,0.801937735804838,0.5,1
macOS,0.692654574606674,F,Los Angeles,Artist,Travel,Young Adult,0,1,0.0944669200184863,0.5,1,1,0.5
Linux,0.815873334001403,F,Chicago,Lawyer,Apparel,Adult,0,1,0.0794301202704555,0.277479066043686,0,1,0.5
Windows,0.305962521294719,F,Test City,Lawyer,Apparel,Young Adult,0,1,0.0143023812811684,0.722520933956314,5.55111512312578e-17,0,0.5
macOS,0.181120352740756,F,Houston,Lawyer,Electronics,Adult,0,1,0.24420739711102,0.900968867902419,0.801937735804838,0.5,1
Windows,0.220082172562381,F,Test City,Engineer,Apparel,Adult,0.333333333333333,1,0.00764890320716156,1,0.35689586789221,0,0.5
Windows,0.157631025152821,M,Phoenix,Doctor,Travel,Middle Age,0,1,0.026681819553682,0.0990311320975808,0.801937735804838,0.5,0
Windows,0.0243912215652871,M,Test City,Doctor,Entertainment,Young Adult,0,1,0.00347068893451447,0.722520933956314,5.55111512312578e-17,1,0.5
other,0.407175067642048,M,New York,Artist,Entertainment,Adult,0,1,0.108115477914503,0.277479066043686,0,0,0.5
other,0.97306343320974,F,New York,Lawyer,Electronics,Adult,0,1,0.0272293349910966,0.0990311320975808,0.801937735804838,0.5,1
macOS,0.486481611383906,M,Los Angeles,Clerk,Electronics,Adult,0,1,0.0151474915286644,1,0.35689586789221,1,0.5
X11,0.587473694758994,M,Test City,Engineer,Travel,Middle Age,0.222222222222222,1,0.000230319836017672,0,0.356895867892209,0,0.5
macOS,0.924180779637238,F,Test City,Lawyer,Entertainment,Young Adult,0,1,0.00355996737753889,0.5,1,0.5,1
other,0.851147409560076,F,Test City,Doctor,Electronics,Middle Age,0.222222222222222,1,0.00088009660618832,0.900968867902419,0.801937735804838,0.5,1
Windows,0.980819721414971,F,Los Angeles,Nurse,Travel,Young Adult,0,1,0.0332347645367477,0.5,1,1,0.5
other,0.124341116344323,F,Los Angeles,Doctor,Electronics,Young Adult,0,1,0.00844085948078895,0.0990311320975808,0.801937735804838,0.5,1
macOS,0.284236897484718,F,Test City,Engineer,Entertainment,Middle Age,0,1,0.0127083521964605,0.5,1,0,0.5
macOS,0.097584928349534,M,Phoenix,Clerk,Entertainment,Adult,0,1,0.0183301120591993,0,0.356895867892209,1,0.5
macOS,0.7424792063333,M,Test City,Clerk,Entertainment,Middle Age,0.111111111111111,1,0.00173056018808666,0.900968867902419,0.801937735804838,1,0.5
macOS,0.498266359354645,F,Los Angeles,Artist,Travel,Adult,0,1,0.00359697704372182,1,0.35689586789221,0.5,1
Windows,0.0767211143401142,F,Phoenix,Clerk,Entertainment,Adult,0,1,0.0482578648069773,0.5,1,1,0.5
Windows,0.689087082874035,M,Test City,Teacher,Apparel,Middle Age,0.111111111111111,1,0.000549327983708328,1,0.35689586789221,0,0.5
macOS,0.194929351638441,F,Test City,Lawyer,Travel,Adult,0,1,0.000420932262531566,0.277479066043686,0,0,0.5
Windows,0.20428900691452,M,Houston,Engineer,Electronics,Adult,0,1,0.105633891277235,0.0990311320975808,0.801937735804838,0.5,0
X11,0.599458863613589,F,Houston,Lawyer,Groceries,Middle Age,0,1,0.106657052583907,0.5,1,0,0.5
macOS,0.992865016534723,M,Test City,Teacher,Apparel,Young Adult,0.111111111111111,1,0.0139241492371372,0.5,1,1,0.5
Linux,0.185048602064335,F,Test City,Clerk,Groceries,Young Adult,0.111111111111111,1,0.000824244888998822,0,0.356895867892209,0.5,1
macOS,0.913979356648963,F,Test City,Clerk,Groceries,Adult,0,1,0.0101313328892173,0.722520933956314,5.55111512312578e-17,0,0.5
macOS,0.110031065236998,M,Chicago,Artist,Electronics,Adult,0,1,0.106177613013104,0.722520933956314,5.55111512312578e-17,0.5,1
Windows,0.936326285198918,F,Phoenix,Nurse,Entertainment,Middle Age,0,1,0.0518394562833224,0.722520933956314,5.55111512312578e-17,0.5,0
X11,0.994368173163644,F,Test City,Lawyer,Electronics,Middle Age,0,1,0.00443745054488514,0.722520933956314,5.55111512312578e-17,1,0.5
other,0.259865718007816,F,Test City,Engineer,Groceries,Middle Age,0.222222222222222,1,0.000381899288858,0.0990311320975808,0.801937735804838,0.5,1
X11,0.534041487122958,M,Houston,Artist,Groceries,Adult,0,1,0.0227499851202595,0.5,1,0.5,0
Windows,0.674155727026756,F,Phoenix,Teacher,Electronics,Young Adult,0,1,0.148035671922714,0.277479066043686,0,0,0.5
Linux,0.31536226074757,M,Test City,Doctor,Entertainment,Young Adult,0,1,0.00709624519654156,0.722520933956314,5.55111512312578e-17,0,0.5
Linux,0.610582222667602,M,Test City,Engineer,Travel,Adult,0.111111111111111,1,0.000476783979721063,1,0.35689586789221,1,0.5
Windows,0.765006513678725,M,Test City,Engineer,Travel,Adult,0.222222222222222,1,0.0451430250773789,0.277479066043686,0,0.5,1
macOS,0.512095400340715,M,Phoenix,Nurse,Travel,Adult,0,1,0.0767684171142813,0.5,1,0.5,1
macOS,0.968313458262351,M,Test City,Clerk,Electronics,Young Adult,0.111111111111111,1,0.000306531084831719,0.722520933956314,5.55111512312578e-17,0.5,1
other,0.697063834051508,F,New York,Nurse,Apparel,Middle Age,0,1,0.0537625257486954,0.900968867902419,0.801937735804838,0,0.5
X11,0.856218057921636,F,Test City,Teacher,Apparel,Middle Age,0,1,0.00236195858188401,0.0990311320975808,0.801937735804838,0.5,1
macOS,0.55416374386211,F,Test City,Lawyer,Groceries,Middle Age,0.111111111111111,1,0.00211789711582575,0.0990311320975808,0.801937735804838,0.5,1
Linux,0.677703176671009,M,Test City,Lawyer,Groceries,Middle Age,0.111111111111111,1,0.00504756205779139,0.0990311320975808,0.801937735804838,0.5,0
other,0.143701773724822,F,Test City,Lawyer,Apparel,Adult,0.111111111111111,1,0.000198874265434,1,0.35689586789221,0.5,1
macOS,0.115843270868825,M,Houston,Doctor,Entertainment,Middle Age,0,1,0.181736640227096,0.900968867902419,0.801937735804838,0.5,1
Windows,0.324661789758493,F,Los Angeles,Engineer,Groceries,Middle Age,0,1,0.0794666241097658,0.900968867902419,0.801937735804838,0,0.5
Linux,0.706764204830143,F,Test City,Lawyer,Travel,Young Adult,0.222222222222222,1,0.00394397427836631,1,0.35689586789221,0.5,0
Windows,0.407816414470388,F,Test City,Clerk,Travel,Young Adult,0,1,0.00354942931769182,0.0990311320975808,0.801937735804838,0.5,1
Windows,0.486822326886461,M,Test City,Lawyer,Travel,Middle Age,0.111111111111111,1,0.00328281640356082,0.900968867902419,0.801937735804838,0.5,1
other,0.522236697063834,M,Test City,Doctor,Travel,Adult,0.222222222222222,1,0.00425552147968523,0.5,1,0,0.5
X11,0.0293817015733039,M,Test City,Lawyer,Groceries,Young Adult,0,1,0.00424439328848672,0.722520933956314,5.55111512312578e-17,0.5,0
X11,0.670327688145105,M,Test City,Teacher,Entertainment,Young Adult,0.333333333333333,1,0.00435774066020186,0.277479066043686,0,1,0.5
macOS,0.579035975548652,M,Test City,Teacher,Travel,Middle Age,0,1,0.0173487236217609,0,0.356895867892209,0.5,1
other,0.70089187293316,M,Houston,Clerk,Groceries,Adult,0,1,0.0612197627233584,0.900968867902419,0.801937735804838,0.5,1
other,0.68792464174767,M,Chicago,Nurse,Groceries,Adult,0,0.99,0,0.277479066043686,0,1,0.5
Windows,0.918909710391823,M,Test City,Clerk,Travel,Middle Age,0,1,0.00333525378935986,0.5,1,0.5,0
other,0.966108828539934,M,Houston,Nurse,Electronics,Adult,0,1,0.0960985489007286,0.722520933956314,5.55111512312578e-17,0,0.5
Windows,0.741597354444333,F,Houston,Artist,Electronics,Adult,0,1,0.16311690013106,0.0990311320975808,0.801937735804838,0.5,1
other,0.669365667902595,F,Test City,Lawyer,Electronics,Middle Age,0.222222222222222,1,0.00129871049555353,0.900968867902419,0.801937735804838,0.5,1
other,0.607335404349133,F,Phoenix,Teacher,Apparel,Adult,0,1,0.0314294262759862,0.277479066043686,0,0.5,1
macOS,0.454093596552761,M,Phoenix,Nurse,Apparel,Young Adult,0.111111111111111,1,0.175811384240761,1,0.35689586789221,0.5,0
macOS,0.308046898486822,F,Test City,Engineer,Groceries,Adult,0.111111111111111,1,0.00870557554414747,0.277479066043686,0,0.5,1
Windows,0.00915923439222367,M,Phoenix,Clerk,Groceries,Middle Age,0,1,0.43679642643431,0.0990311320975808,0.801937735804838,0.5,1
Windows,0.106844373183686,M,Test City,Engineer,Apparel,Middle Age,0,1,0.00250987078989756,0.900968867902419,0.801937735804838,0.5,1
X11,0.938390620302636,M,Test City,Doctor,Travel,Young Adult,0.222222222222222,1,0.0117196292693685,0.722520933956314,5.55111512312578e-17,0.5,0
other,0.0171159434813108,M,Test City,Engineer,Electronics,Middle Age,0,1,0.00161679129397764,1,0.35689586789221,0.5,1
Linux,0.3369075057621,F,Test City,Teacher,Entertainment,Middle Age,0,1,0.000424936725273454,0.277479066043686,0,0.5,1
macOS,0.676380398837559,F,Houston,Engineer,Electronics,Young Adult,0,1,0.354004622920398,0.722520933956314,5.55111512312578e-17,0.5,1
Windows,0.152039282493236,F,Test City,Lawyer,Entertainment,Adult,0,1,0.00188112798718167,1,0.35689586789221,0.5,1
Windows,0.543781942078364,M,Test City,Teacher,Electronics,Young Adult,0.111111111111111,1,0.00490036643784745,0.0990311320975808,0.801937735804838,0.5,1
Linux,0.874857200120252,M,Test City,Doctor,Electronics,Adult,0.222222222222222,1,0.00469942671268342,1,0.35689586789221,0.5,1
Linux,0.161940074155727,M,Test City,Doctor,Travel,Adult,0.222222222222222,1,0.000270743833591052,0.277479066043686,0,0,0.5
macOS,0.0417075859304539,M,Test City,Doctor,Electronics,Adult,0,1,0.000577907202013596,0.5,1,1,0.5
X11,0.106283194708889,M,Test City,Doctor,Electronics,Adult,0.111111111111111,1,0.0228900148595074,0.722520933956314,5.55111512312578e-17,0.5,1
Windows,0.181881952099409,M,Test City,Clerk,Apparel,Middle Age,0.111111111111111,1,0.000257128660268631,0.277479066043686,0,1,0.5
X11,0.196673013327989,F,New York,Nurse,Travel,Adult,0,0.99,0,0.722520933956314,5.55111512312578e-17,0,0.5
other,0.400962020242509,F,Houston,Clerk,Apparel,Young Adult,0,1,0.20916050780297,0.277479066043686,0,0.5,1
Windows,0.480809700370779,M,Test City,Lawyer,Apparel,Middle Age,0,1,0.00242746316189343,0.0990311320975808,0.801937735804838,0,0.5
Windows,0.957089888766409,F,Test City,Doctor,Groceries,Middle Age,0.222222222222222,1,0.00257545967438575,0.5,1,0,0.5
X11,0.326706082773825,M,Test City,Lawyer,Groceries,Young Adult,0.111111111111111,1,0.000145088007974529,0.722520933956314,5.55111512312578e-17,0.5,0
other,0.467481711594348,F,Test City,Engineer,Entertainment,Middle Age,0,1,0.00425067397215558,0.900968867902419,0.801937735804838,0,0.5
macOS,0.100390820723519,M,Test City,Lawyer,Apparel,Young Adult,0.111111111111111,1,0.00151760707469697,1,0.35689586789221,1,0.5
macOS,0.1396933560477,M,Los Angeles,Engineer,Travel,Young Adult,0,1,0.0550813428624372,0.0990311320975808,0.801937735804838,0.5,0
Windows,0.604309049002906,F,Test City,Teacher,Groceries,Middle Age,0.111111111111111,1,0.00942865505861437,0,0.356895867892209,0,0.5
other,0.0760597254233891,F,New York,Engineer,Groceries,Young Adult,0.111111111111111,1,0.164417802543061,0.0990311320975808,0.801937735804838,0.5,1
Windows,0.285198917727227,M,Houston,Artist,Groceries,Middle Age,0,1,0.163786867823897,1,0.35689586789221,0.5,1
other,0.27345425393326,F,New York,Engineer,Travel,Middle Age,0,1,0.025022328041204,0.722520933956314,5.55111512312578e-17,0.5,0
macOS,0.701412967231186,F,Test City,Lawyer,Groceries,Middle Age,0.111111111111111,1,0.00653688497985882,0.722520933956314,5.55111512312578e-17,0,0.5
other,0.836677021745666,M,Test City,Engineer,Electronics,Middle Age,0.222222222222222,1,0.00893935186379499,0.277479066043686,0,0.5,1
Windows,0.674215853291913,F,Phoenix,Teacher,Groceries,Young Adult,0,1,0.0581866983381733,0,0.356895867892209,0.5,1
other,0.577953702775829,F,Test City,Lawyer,Electronics,Middle Age,0,1,0.0102755778524041,0.0990311320975808,0.801937735804838,0.5,1
other,0.712636536727127,F,Phoenix,Clerk,Groceries,Adult,0,1,0.163908940709166,1,0.35689586789221,0,0.5
Linux,0.443330995089688,M,Los Angeles,Engineer,Electronics,Adult,0,1,0.492336048443377,0.5,1,0.5,1
other,0.37995791161439,M,Chicago,Engineer,Travel,Adult,0,1,0.167763552240029,0.5,1,0.5,1
Windows,0.409960917927648,M,Test City,Doctor,Groceries,Young Adult,0,1,0.00152477295539298,0.722520933956314,5.55111512312578e-17,1,0.5
other,0.288004810101213,F,Test City,Doctor,Electronics,Middle Age,0,1,0.0107118956823124,0.5,1,0,0.5
Windows,0.362581420984067,F,Test City,Clerk,Apparel,Adult,0.222222222222222,1,0.00372630011416513,0.277479066043686,0,0.5,1
Windows,0.427537829441828,F,New York,Artist,Electronics,Middle Age,0.222222222222222,1,0.0663491844300419,0.900968867902419,0.801937735804838,1,0.5
Linux,0.90714500450947,M,Test City,Engineer,Travel,Adult,0.222222222222222,1,0.00514354270687855,0,0.356895867892209,1,0.5
Linux,0.535564685840265,M,Test City,Clerk,Groceries,Young Adult,0.222222222222222,1,0.00027377879482701,0.0990311320975808,0.801937735804838,0.5,1
Windows,0.578775428399639,F,Chicago,Lawyer,Groceries,Young Adult,0,1,0.015087298130818,0.900968867902419,0.801937735804838,0,0.5
Windows,0.294799078063934,F,Phoenix,Artist,Electronics,Adult,0,1,0.109436149726778,0.722520933956314,5.55111512312578e-17,0.5,1
Windows,0.465497544844173,F,Test City,Teacher,Groceries,Adult,0,1,0.00659741559562042,0,0.356895867892209,0.5,1
other,0.995169856699068,M,Test City,Doctor,Travel,Adult,0,1,0.0046213186130969,0.277479066043686,0,1,0.5
Windows,0.992644553562481,M,Test City,Clerk,Electronics,Middle Age,0.333333333333333,1,0.00342604971300226,0,0.356895867892209,0.5,1
Linux,0.615652871029161,F,New York,Lawyer,Apparel,Adult,0,1,0,0.0990311320975808,0.801937735804838,0.5,1
Windows,0.308407656077763,M,Test City,Lawyer,Electronics,Young Adult,0.111111111111111,1,0.0026369176394139,0.5,1,0,0.5
macOS,0.256839362661589,M,Test City,Lawyer,Travel,Middle Age,0,1,0.00364726466531206,0.722520933956314,5.55111512312578e-17,0.5,1
macOS,0.551177472692654,F,Phoenix,Clerk,Entertainment,Young Adult,0,1,0.0441325937470019,1,0.35689586789221,0.5,1
Linux,0.308908708287404,F,Chicago,Engineer,Entertainment,Adult,0,1,0.446008587591426,0,0.356895867892209,0.5,1
macOS,0.0517286301232588,M,Test City,Lawyer,Travel,Adult,0,1,0.000476573218524122,0.900968867902419,0.801937735804838,0.5,0
X11,0.115602765808197,F,Test City,Lawyer,Travel,Young Adult,0.111111111111111,1,0.000225725241924348,0,0.356895867892209,0,0.5
other,0.793466279186291,F,Test City,Doctor,Apparel,Middle Age,0.555555555555556,1,0.00250367441070748,0,0.356895867892209,0.5,1
macOS,0.960016033670708,M,Test City,Clerk,Electronics,Middle Age,0,1,0.000744408547597381,1,0.35689586789221,0.5,1
other,0.614189798577012,F,Phoenix,Engineer,Groceries,Adult,0,1,0.110955611500008,0.5,1,0.5,0
macOS,0.705080669405752,M,Houston,Doctor,Groceries,Adult,0,1,0.187357683501765,0.900968867902419,0.801937735804838,0.5,1
X11,0.173724822126466,M,Test City,Clerk,Apparel,Middle Age,0.111111111111111,1,0.00392433133481136,0.722520933956314,5.55111512312578e-17,0,0.5
other,0.892193606573805,M,Test City,Doctor,Apparel,Adult,0.111111111111111,1,0.000373131623065233,0,0.356895867892209,0.5,0
Windows,0.159154223870127,M,Test City,Lawyer,Apparel,Adult,0,1,0.00337597285260896,0.722520933956314,5.55111512312578e-17,0.5,0
Windows,0.0874235895380299,M,Test City,Engineer,Entertainment,Young Adult,0.222222222222222,1,0.00413231048395323,0,0.356895867892209,1,0.5
macOS,0.0922336907505762,M,Test City,Clerk,Travel,Middle Age,0,1,0.00985662674512379,0.0990311320975808,0.801937735804838,0.5,0
macOS,0.782703677723219,F,Test City,Lawyer,Travel,Middle Age,0,1,0.00392243448403889,1,0.35689586789221,0,0.5
other,0.969976951598357,M,Los Angeles,Clerk,Travel,Young Adult,0,1,0.0255841752400106,0.5,1,0.5,1
macOS,0.515442429101112,F,Test City,Doctor,Travel,Young Adult,0,1,0.00631798840071537,1,0.35689586789221,0.5,0
Windows,0.268884657781341,M,Test City,Engineer,Travel,Adult,0.444444444444444,1,0.00292675643744785,0.722520933956314,5.55111512312578e-17,0,0.5
Linux,0.968473794969436,F,Houston,Teacher,Electronics,Young Adult,0,1,0.275613555350864,0,0.356895867892209,1,0.5
Windows,0.946126866419481,F,Test City,Lawyer,Groceries,Middle Age,0,1,0.00193971959993141,0.900968867902419,0.801937735804838,0.5,0
X11,0.0154123659685339,M,Test City,Clerk,Groceries,Middle Age,0.111111111111111,1,0.00437392712012697,0.277479066043686,0,1,0.5
macOS,0.376951598356549,F,Chicago,Artist,Groceries,Young Adult,0,1,0.0515334731776027,0.5,1,1,0.5
X11,0.882914119651268,M,Test City,Lawyer,Travel,Middle Age,0,1,0.0034795830570254,1,0.35689586789221,0.5,0
X11,0.448842569395731,M,Test City,Lawyer,Electronics,Middle Age,0.111111111111111,1,0.0150500355511987,0.722520933956314,5.55111512312578e-17,0.5,0
other,0.334843170658383,F,Test City,Engineer,Groceries,Middle Age,0.222222222222222,1,0.00401592815100214,0.900968867902419,0.801937735804838,0,0.5
other,0.367511774726926,F,Test City,Doctor,Electronics,Adult,0,1,0,0.900968867902419,0.801937735804838,1,0.5
macOS,0.530874837158032,F,New York,Artist,Travel,Middle Age,0,1,0.377602626792672,0,0.356895867892209,0.5,1
macOS,0.191261649463874,M,Test City,Doctor,Apparel,Middle Age,0.222222222222222,1,0.000431807540293747,0.900968867902419,0.801937735804838,0,0.5
other,0.488084978454755,F,Test City,Clerk,Groceries,Adult,0,1,0.00107332247154429,0.277479066043686,0,0.5,1
macOS,0.734682833951298,M,Test City,Doctor,Travel,Young Adult,0.111111111111111,1,0.00568709583379069,0.900968867902419,0.801937735804838,0.5,1
macOS,0.349413768914721,M,Test City,Teacher,Electronics,Middle Age,0,1,0.00330755976808175,1,0.35689586789221,0.5,1
X11,0.856658983866119,F,Test City,Doctor,Groceries,Middle Age,0,1,0.00071890644276746,0,0.356895867892209,0.5,0
Linux,0.704138691251629,F,Phoenix,Clerk,Electronics,Young Adult,0,1,0.123880794815882,0.5,1,0,0.5
macOS,0.144202825934462,F,Test City,Teacher,Travel,Middle Age,0.222222222222222,1,0.00466764392418465,1,0.35689586789221,1,0.5
macOS,0.121976149914821,F,Test City,Doctor,Electronics,Middle Age,0.222222222222222,1,0.00172655572534478,0.722520933956314,5.55111512312578e-17,1,0.5
macOS,0.462150516083776,F,Phoenix,Doctor,Groceries,Middle Age,0,1,0.0457611876680083,0,0.356895867892209,0.5,1
Windows,0.0604870227477703,M,Test City,Lawyer,Apparel,Young Adult,0.111111111111111,1,0.0144601992654382,0.900968867902419,0.801937735804838,0.5,0
Windows,0.413047399539032,F,Test City,Engineer,Entertainment,Adult,0,1,0.00323948390146965,0.900968867902419,0.801937735804838,1,0.5
Windows,0.961940074155727,M,Test City,Doctor,Groceries,Adult,0.111111111111111,1,0.00110249182120099,0.722520933956314,5.55111512312578e-17,1,0.5
macOS,0.972462170558172,F,Test City,Doctor,Entertainment,Adult,0.111111111111111,1,0.00703381773000749,0.0990311320975808,0.801937735804838,0.5,0
other,0.71700571199519,F,Test City,Engineer,Apparel,Middle Age,0.222222222222222,1,0.00398696956254237,0.277479066043686,0,0.5,1
Windows,0.194929351638441,F,Los Angeles,Clerk,Groceries,Adult,0,1,0.00996491584811233,0,0.356895867892209,0.5,1
Linux,0.312997294318068,F,Test City,Teacher,Travel,Young Adult,0.111111111111111,1,0.000639070101366019,0.0990311320975808,0.801937735804838,0.5,0
macOS,0.766970638340515,F,Test City,Teacher,Electronics,Adult,0,1,0.0131607300295757,0.722520933956314,5.55111512312578e-17,0.5,0
macOS,0.351217556869426,F,Test City,Doctor,Travel,Middle Age,0.222222222222222,1,0.00619325992436539,0.900968867902419,0.801937735804838,0.5,1
other,0.811985168854595,M,Test City,Clerk,Apparel,Middle Age,0,1,0.0104300658097622,0.277479066043686,0,0,0.5
Linux,0.571099308547951,M,Test City,Doctor,Entertainment,Middle Age,0,1,0.00292561832698436,0.277479066043686,0,0.5,1
Windows,0.194949393726826,M,New York,Doctor,Travel,Middle Age,0,0.93,0,0.900968867902419,0.801937735804838,0,0.5
Linux,0.229702374987474,M,Test City,Lawyer,Groceries,Adult,0,1,0.00201808061295426,0.0990311320975808,0.801937735804838,0,0.5
Windows,0.302234692854995,F,Test City,Teacher,Travel,Middle Age,0.333333333333333,1,0.00119054784928315,1,0.35689586789221,0.5,1
X11,0.805030564184788,M,Test City,Lawyer,Electronics,Middle Age,0.333333333333333,1,0.00742081743983147,0,0.356895867892209,0.5,1
X11,0.508507866519691,F,Test City,Clerk,Electronics,Adult,0.111111111111111,1,0.00237709123582441,0.0990311320975808,0.801937735804838,0.5,0
macOS,0.692093396131877,F,Chicago,Engineer,Groceries,Adult,0,1,0.262749113411949,0.900968867902419,0.801937735804838,1,0.5
Linux,0.873614590640345,F,Test City,Clerk,Apparel,Adult,0.111111111111111,1,0.0022380731503218,0.5,1,0.5,1
X11,0.127768313458262,M,Test City,Doctor,Electronics,Young Adult,0.222222222222222,1,0.00256934759967445,0.277479066043686,0,0.5,1
other,0.671089287503758,M,Test City,Teacher,Entertainment,Middle Age,0.111111111111111,1,0.0467409743203499,0.5,1,0.5,1
Windows,0.733259845675919,M,Test City,Clerk,Travel,Adult,0,1,0.00118700706117453,0.5,1,0.5,1
Windows,0.220783645655877,M,Test City,Teacher,Electronics,Middle Age,0.111111111111111,1,0.00261482986597443,0.0990311320975808,0.801937735804838,0.5,1
Windows,0.510471991181481,M,Test City,Teacher,Travel,Adult,0,1,0.00271747056888494,0.277479066043686,0,1,0.5
X11,0.909870728529913,F,Chicago,Lawyer,Electronics,Adult,0,1,0.144991816564245,0,0.356895867892209,0,0.5
other,0.127928650165347,M,Test City,Lawyer,Travel,Young Adult,0,1,0.00337192623762769,0.277479066043686,0,0.5,1
macOS,0.903697765307145,F,Test City,Clerk,Travel,Middle Age,0,1,0.00843424157920498,0,0.356895867892209,0.5,1
other,0.0119050005010522,F,Test City,Teacher,Apparel,Adult,0,1,0.0087245862041116,0.900968867902419,0.801937735804838,0,0.5
Windows,0.676119851688546,F,Los Angeles,Clerk,Groceries,Young Adult,0,1,0.0496382663424654,0.722520933956314,5.55111512312578e-17,0,0.5
macOS,0.594047499749474,M,Test City,Teacher,Groceries,Middle Age,0,1,0.00227735903743169,0.277479066043686,0,1,0.5
macOS,0.313758893676721,M,Test City,Doctor,Groceries,Adult,0,1,0.00145783519924436,0.277479066043686,0,0.5,1
other,0.251828840565187,F,Chicago,Teacher,Groceries,Adult,0,1,0.0499499821527418,1,0.35689586789221,0.5,1
other,0.864715903397134,F,Test City,Lawyer,Apparel,Young Adult,0,1,0.00096465399840125,0.900968867902419,0.801937735804838,0,0.5
macOS,0.258122056318268,F,Phoenix,Nurse,Entertainment,Middle Age,0,1,0.00406103104714762,0,0.356895867892209,0,0.5
Windows,0.414991482112436,F,Chicago,Nurse,Electronics,Young Adult,0,1,0.00211119490976302,0.5,1,0.5,0
Linux,0.580458963824031,M,Test City,Doctor,Entertainment,Adult,0,1,0.00739468305141073,0.722520933956314,5.55111512312578e-17,0.5,0
Windows,0.276220062130474,M,Test City,Engineer,Travel,Middle Age,0,1,0.000585831823018596,0.277479066043686,0,0.5,0
X11,0.158212245716004,F,New York,Lawyer,Electronics,Middle Age,0,0.99,0,0.277479066043686,0,0.5,1
other,0.814670808698266,F,Phoenix,Teacher,Groceries,Young Adult,0,1,0.548311103085325,0.277479066043686,0,0,0.5
Windows,0.140635334201824,M,Los Angeles,Engineer,Entertainment,Adult,0,1,0.0076685883029559,0,0.356895867892209,0.5,1
Windows,0.533560477001704,F,Houston,Nurse,Groceries,Adult,0,1,0.412227066357573,0.5,1,0,0.5
Linux,0.485359254434312,M,Chicago,Artist,Travel,Adult,0,1,0.0824563138406204,0.277479066043686,0,0,0.5
Windows,0.359154223870127,M,Test City,Doctor,Travel,Middle Age,0,1,0.0132220615378857,0.5,1,0.5,1
other,0.8849584126666,M,Test City,Lawyer,Groceries,Young Adult,0.111111111111111,1,0.00781228528703062,0.277479066043686,0,0.5,1
Windows,0.964946387413569,M,Test City,Engineer,Electronics,Middle Age,0.222222222222222,1,0.00381486196911994,0,0.356895867892209,0,0.5
macOS,0.539312556368374,M,Test City,Lawyer,Travel,Middle Age,0.111111111111111,1,0.000453178725663615,0.277479066043686,0,0.5,1
X11,0.655416374386211,M,Los Angeles,Clerk,Travel,Young Adult,0,1,0.0213373371216394,0.5,1,0,0.5
macOS,0.0832347930654374,F,Houston,Doctor,Electronics,Young Adult,0,1,0,0,0.356895867892209,0,0.5
other,0.144403246818318,F,Houston,Nurse,Apparel,Adult,0,1,0.0714965208384654,0.0990311320975808,0.801937735804838,1,0.5
Windows,0.713658683234793,F,Test City,Engineer,Groceries,Adult,0,1,0.00154504818253876,0.5,1,0.5,1
Linux,0.0913919230383806,F,Chicago,Nurse,Apparel,Young Adult,0,1,0.0370848657779963,1,0.35689586789221,0,0.5
Windows,0.964224872231687,F,Test City,Engineer,Groceries,Middle Age,0,1,0.00359175016603767,0.0990311320975808,0.801937735804838,0.5,0
Windows,0.960376791261649,M,Test City,Clerk,Groceries,Adult,0.111111111111111,1,0.000224460674742699,1,0.35689586789221,0.5,1
macOS,0.898486822326886,M,Test City,Lawyer,Groceries,Adult,0.333333333333333,1,0.00692932232856389,0.277479066043686,0,0.5,1
other,0.662010221465077,M,Test City,Doctor,Groceries,Adult,0.333333333333333,1,0.00798064133114749,1,0.35689586789221,0.5,1
macOS,0.847219160236497,M,Test City,Lawyer,Entertainment,Middle Age,0,1,0.0038989556866996,0.5,1,0,0.5
macOS,0.656578815512576,F,Los Angeles,Nurse,Entertainment,Middle Age,0,1,0.240117660388849,0.0990311320975808,0.801937735804838,1,0.5
Windows,0.896703076460567,F,Test City,Doctor,Travel,Middle Age,0,1,0.00107888656714354,0.277479066043686,0,0.5,1
X11,0.162461168453753,F,Test City,Lawyer,Travel,Middle Age,0,1,0.00419157653253318,0.277479066043686,0,0,0.5
Windows,0.822527307345425,F,New York,Artist,Groceries,Middle Age,0,1,0.00971887322680282,0.277479066043686,0,0,0.5
other,0.950435915422387,F,Test City,Lawyer,Travel,Middle Age,0.111111111111111,1,0.00306189651692674,0.0990311320975808,0.801937735804838,0,0.5
other,0.431345826235094,F,Test City,Doctor,Apparel,Middle Age,0,1,0.00199679373206317,0,0.356895867892209,0,0.5
X11,0.762902094398236,F,Test City,Clerk,Apparel,Young Adult,0.111111111111111,1,0.00211616887401083,0.722520933956314,5.55111512312578e-17,0.5,0
macOS,0.610562180579216,M,Test City,Doctor,Electronics,Adult,0.222222222222222,1,0.00657591795353238,0.900968867902419,0.801937735804838,1,0.5
