device_os,amt,trans_num,gender,city,job,category,age_category,transactions_count,unique_merchants_count,time_since_last,day_of_week_sin,day_of_week_cos,period_of_day_sin,period_of_day_cos
other,19.32,TRANS_796339,M,Phoenix,Artist,Apparel,Middle Age,1,101,4105679.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,349.2,TRANS_863249,F,Test City,Doctor,Travel,Middle Age,2,101,29362.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,473.43,TRANS_876396,M,Phoenix,Lawyer,Groceries,Middle Age,1,101,1978577.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
other,247.69,TRANS_753455,M,Chicago,Doctor,Apparel,Adult,1,101,914149.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
macOS,392.54,TRANS_863817,F,Test City,Lawyer,Groceries,Young Adult,3,101,242982.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,197.81,TRANS_341407,M,Test City,Engineer,Electronics,Middle Age,1,101,412.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,99.4,TRANS_743055,M,Test City,Engineer,Entertainment,Young Adult,2,101,580717.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
Windows,43.93,TRANS_125204,F,Phoenix,Clerk,Electronics,Adult,1,101,2936571.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
macOS,482.1,TRANS_886527,F,Test City,Clerk,Travel,Young Adult,1,101,49540.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,103.64,TRANS_398196,F,Houston,Doctor,Apparel,Young Adult,1,101,453414.0,0.0,1.0,-1.0,-1.8369701987210297e-16
Linux,128.98,TRANS_136100,M,Houston,Engineer,Entertainment,Young Adult,1,101,2865288.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,484.97,TRANS_158512,F,Test City,Lawyer,Groceries,Adult,5,101,38801.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
other,498.12,TRANS_388259,M,Test City,Lawyer,Travel,Young Adult,1,101,537561.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
Windows,407.08,TRANS_718973,F,Houston,Engineer,Electronics,Young Adult,1,101,1447002.0,0.7818314824680298,0.6234898018587336,0.0,1.0
Windows,451.23,TRANS_560582,M,Test City,Engineer,Electronics,Adult,2,101,163191.0,0.7818314824680298,0.6234898018587336,0.0,1.0
Windows,48.14,TRANS_932643,F,Test City,Teacher,Travel,Middle Age,4,101,34827.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,342.17,TRANS_434855,F,Houston,Teacher,Groceries,Young Adult,1,101,129805.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,163.39,TRANS_283171,M,Test City,Lawyer,Apparel,Middle Age,1,101,246105.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
X11,470.05,TRANS_485269,F,Test City,Teacher,Travel,Adult,1,101,34071.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
Windows,40.98,TRANS_284606,F,Chicago,Teacher,Apparel,Young Adult,1,95,0.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
,415.43,TRANS_962787,F,Test City,Clerk,Travel,Young Adult,3,101,147857.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,454.31,TRANS_881323,M,Phoenix,,Groceries,Adult,1,101,1851748.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,325.95,TRANS_495658,M,Los Angeles,Nurse,Groceries,Adult,1,101,296915.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
,92.11,TRANS_234709,M,Test City,Clerk,Travel,Adult,1,101,107161.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
X11,131.16,TRANS_106256,M,Phoenix,Artist,Electronics,Adult,1,82,0.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
macOS,323.14,TRANS_999114,F,Test City,Teacher,Electronics,Middle Age,4,101,25529.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
other,38.33,TRANS_790948,M,Test City,Doctor,Electronics,Adult,2,101,53649.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,350.83,TRANS_220483,M,Test City,Lawyer,Apparel,Young Adult,2,101,3870.0,0.0,1.0,0.0,1.0
,468.13,TRANS_999796,F,Test City,Doctor,Entertainment,Young Adult,3,101,46582.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
,287.75,TRANS_974135,F,Test City,Lawyer,Electronics,Young Adult,4,101,156676.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
Windows,282.39,TRANS_577339,F,Test City,Lawyer,Apparel,Adult,2,101,44250.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
macOS,360.53,TRANS_864434,F,Test City,Teacher,Groceries,Adult,2,101,501500.0,0.43388373911755823,-0.900968867902419,0.0,1.0
,105.85,TRANS_203212,M,New York,Teacher,Groceries,Young Adult,1,101,3873567.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,276.36,TRANS_697682,F,Phoenix,Artist,Groceries,Middle Age,1,101,7334582.0,0.43388373911755823,-0.900968867902419,0.0,1.0
other,229.23,TRANS_950589,M,Test City,Lawyer,Electronics,Middle Age,2,101,146769.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,425.44,TRANS_315662,M,Los Angeles,Artist,Electronics,Middle Age,2,101,2506146.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
other,327.1,TRANS_868039,M,Test City,Clerk,Electronics,Middle Age,2,101,182176.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
,195.73,TRANS_114715,F,Los Angeles,Lawyer,Groceries,Middle Age,1,101,1239572.0,0.0,1.0,0.0,1.0
macOS,103.51,TRANS_154120,F,Test City,Lawyer,Electronics,Young Adult,1,101,271441.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
Windows,42.23,TRANS_843683,F,Test City,Teacher,Travel,Adult,2,101,92007.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
other,456.0,TRANS_622209,F,Los Angeles,Lawyer,Apparel,Middle Age,1,101,6897540.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
,449.71,TRANS_783138,F,Test City,Clerk,Groceries,Adult,4,101,18196.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,436.6,TRANS_846944,M,New York,Teacher,Entertainment,Adult,1,101,5539643.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
X11,151.48,TRANS_588820,M,Test City,Teacher,Apparel,Middle Age,2,101,98363.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
other,338.73,TRANS_488446,M,New York,Teacher,Apparel,Adult,1,101,4524251.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
Linux,307.72,TRANS_226210,M,Test City,Engineer,Entertainment,Adult,1,101,67459.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
Windows,9.76,TRANS_900332,F,New York,Doctor,Groceries,Middle Age,2,101,3447358.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
Linux,63.4,TRANS_872325,F,Test City,Clerk,Entertainment,Young Adult,1,101,81579.0,0.0,1.0,1.0,6.123233995736766e-17
,126.19,TRANS_532373,F,Chicago,Nurse,Entertainment,Adult,2,101,415627.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,230.62,TRANS_519433,M,Test City,Engineer,Apparel,Adult,1,101,64029.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
macOS,296.86,TRANS_329048,M,Test City,Engineer,Groceries,Middle Age,1,101,98632.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
,189.61,TRANS_866490,F,Test City,Clerk,Travel,Young Adult,2,101,12644.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
,82.88,TRANS_858496,F,Test City,Lawyer,Apparel,Young Adult,3,101,44369.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
,450.55,TRANS_212243,M,Test City,Engineer,Electronics,Middle Age,1,101,1817.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
Windows,25.81,TRANS_324761,F,Test City,Teacher,Groceries,Middle Age,1,101,98702.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,331.2,TRANS_115996,M,Chicago,Lawyer,Entertainment,Adult,1,101,0.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
other,299.58,TRANS_838856,F,Los Angeles,Artist,Travel,Middle Age,1,101,1810284.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
,298.48,TRANS_536968,M,Test City,Doctor,Entertainment,Young Adult,1,101,33909.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
,15.41,TRANS_151603,F,Test City,Clerk,Groceries,Middle Age,1,101,79496.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,390.41,TRANS_725866,M,Chicago,Teacher,Electronics,Middle Age,1,101,7875423.0,0.7818314824680298,0.6234898018587336,0.0,1.0
Windows,296.9,TRANS_558411,M,Phoenix,Clerk,Electronics,Young Adult,1,101,1824565.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
other,92.97,TRANS_163528,F,New York,Artist,Groceries,Adult,1,101,831145.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,229.67,TRANS_276374,M,Test City,Lawyer,Entertainment,Young Adult,3,101,40978.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
,475.29,TRANS_580109,F,Test City,Lawyer,Electronics,Young Adult,1,101,119663.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
,372.04,TRANS_822673,M,Test City,Engineer,Electronics,Middle Age,2,101,110416.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
,220.5,TRANS_239607,M,Test City,Doctor,Groceries,Adult,2,101,6392.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
,204.5,TRANS_265523,F,Test City,Clerk,Travel,Young Adult,1,101,84205.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,331.43,TRANS_942572,F,Test City,Teacher,Electronics,Adult,2,101,204185.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
,243.41,TRANS_841809,M,Test City,Teacher,Electronics,Young Adult,1,101,250176.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,43.52,TRANS_764272,M,Test City,Clerk,Travel,Adult,1,101,118108.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,324.09,TRANS_346978,F,New York,Engineer,Apparel,Young Adult,1,101,4558972.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
other,396.5,TRANS_969484,F,New York,Engineer,Groceries,Middle Age,1,101,1328751.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
,319.83,TRANS_781865,M,Test City,Teacher,Electronics,Young Adult,4,101,362015.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,110.72,TRANS_628495,F,Test City,Clerk,Groceries,Young Adult,2,101,173545.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
,31.03,TRANS_240298,M,Test City,Teacher,Entertainment,Middle Age,1,101,219102.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
,142.41,TRANS_760789,F,Test City,Engineer,Travel,Adult,2,101,40600.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
,302.21,TRANS_208632,F,Test City,Lawyer,Travel,Middle Age,4,101,113508.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
other,200.76,TRANS_986796,M,Los Angeles,Teacher,Travel,Middle Age,1,101,1916502.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
,323.18,TRANS_301797,M,Test City,Engineer,Travel,Middle Age,3,101,179302.0,0.43388373911755823,-0.900968867902419,0.0,1.0
X11,126.4,TRANS_781406,M,Chicago,Doctor,Travel,Adult,1,101,863752.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,416.42,TRANS_792535,F,Test City,Lawyer,Travel,Adult,2,101,14185.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
,363.8,TRANS_773681,M,Test City,Teacher,Entertainment,Young Adult,1,101,191268.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,99.45,TRANS_203150,F,Test City,Lawyer,Travel,Young Adult,2,101,150247.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
Windows,135.18,TRANS_268709,M,Test City,Engineer,Travel,Adult,5,101,69433.0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
,199.4,TRANS_581782,M,New York,Nurse,Groceries,Middle Age,1,101,5301580.0,0.43388373911755823,-0.900968867902419,0.0,1.0
Linux,26.53,TRANS_991187,F,Los Angeles,Lawyer,Electronics,Young Adult,1,101,1110090.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,186.96,TRANS_339698,F,Los Angeles,Artist,Travel,Middle Age,1,101,3334239.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,298.64,TRANS_474600,F,Chicago,Nurse,Groceries,Young Adult,1,101,930351.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
Windows,334.4,TRANS_570141,F,Test City,Lawyer,Electronics,Middle Age,3,101,47693.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
X11,275.73,TRANS_781686,M,Houston,Engineer,Entertainment,Adult,1,101,1023344.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
other,389.26,TRANS_818986,M,Test City,Clerk,Electronics,Middle Age,2,101,198760.0,0.0,1.0,1.2246467991473532e-16,-1.0
,429.31,TRANS_648402,M,Phoenix,Clerk,Apparel,Middle Age,1,101,3426916.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,196.07,TRANS_712365,F,Los Angeles,Engineer,Groceries,Young Adult,1,101,4986275.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
Linux,300.0,TRANS_228717,F,Test City,Clerk,Electronics,Adult,1,101,351650.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,346.24,TRANS_149285,F,Test City,Clerk,Apparel,Young Adult,1,101,574834.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,436.79,TRANS_441014,M,New York,Artist,Travel,Adult,1,101,4102872.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
,279.61,TRANS_381600,M,Test City,Lawyer,Travel,Middle Age,2,101,90870.0,0.0,1.0,1.2246467991473532e-16,-1.0
other,197.22,TRANS_545254,M,Test City,Lawyer,Apparel,Middle Age,1,101,62430.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
Windows,350.01,TRANS_907340,F,Test City,Clerk,Travel,Young Adult,3,101,391859.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
Windows,111.38,TRANS_448324,F,Chicago,Artist,Apparel,Young Adult,1,101,168019.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
,330.62,TRANS_341135,F,Test City,Lawyer,Groceries,Middle Age,1,101,72929.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
other,268.15,TRANS_785917,F,Test City,Doctor,Electronics,Middle Age,2,101,668237.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
,479.1,TRANS_247386,F,Houston,Lawyer,Apparel,Middle Age,1,101,95051.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
X11,77.94,TRANS_661712,M,Test City,Doctor,Groceries,Young Adult,3,101,28418.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
,321.05,TRANS_251835,M,Test City,Clerk,Electronics,Middle Age,1,101,225238.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
macOS,296.7,TRANS_755704,F,Test City,Engineer,Apparel,Adult,2,101,162793.0,0.43388373911755823,-0.900968867902419,0.0,1.0
,437.97,TRANS_336931,M,Test City,Clerk,Groceries,Adult,1,101,459799.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
macOS,277.19,TRANS_762180,M,Test City,Lawyer,Entertainment,Middle Age,1,101,10435.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
,318.51,TRANS_961769,M,Test City,Clerk,Groceries,Middle Age,2,101,583834.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,102.92,TRANS_391707,F,Los Angeles,Lawyer,Groceries,Middle Age,1,101,3984227.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
Windows,94.41,TRANS_947320,F,Test City,Teacher,Entertainment,Middle Age,2,101,14460.0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
Windows,21.46,TRANS_196379,M,Test City,Lawyer,Entertainment,Middle Age,1,101,675643.0,0.0,1.0,0.0,1.0
,274.82,TRANS_846809,M,New York,Teacher,Travel,Young Adult,1,101,2878207.0,0.0,1.0,-1.0,-1.8369701987210297e-16
,475.48,TRANS_933193,F,Test City,Doctor,Groceries,Middle Age,3,101,101447.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,419.22,TRANS_167463,M,Chicago,Engineer,Apparel,Adult,1,101,2939942.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
Windows,318.67,TRANS_407364,M,Test City,Teacher,Apparel,Middle Age,1,101,85914.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,461.72,TRANS_495466,M,New York,,Groceries,Adult,1,101,0.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,63.84,TRANS_425142,F,Chicago,Clerk,Apparel,Young Adult,1,101,4897726.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
Windows,295.53,TRANS_918170,F,Houston,Teacher,Apparel,Middle Age,1,101,7881021.0,0.7818314824680298,0.6234898018587336,0.0,1.0
macOS,377.78,TRANS_738985,F,Chicago,Doctor,Electronics,Young Adult,1,101,0.0,0.43388373911755823,-0.900968867902419,0.0,1.0
Linux,263.72,TRANS_871368,M,Test City,Engineer,Apparel,Young Adult,1,101,16021.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,319.99,TRANS_420104,F,Chicago,Lawyer,Apparel,Adult,1,101,1674132.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
other,137.87,TRANS_449992,F,Test City,Clerk,Travel,Young Adult,1,101,42600.0,0.7818314824680298,0.6234898018587336,0.0,1.0
Windows,363.85,TRANS_115596,F,Houston,Nurse,Groceries,Young Adult,1,101,3622015.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,114.66,TRANS_278920,M,Houston,Nurse,Apparel,Adult,1,101,3256434.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,5.3,TRANS_827021,F,Chicago,Nurse,Travel,Young Adult,1,101,1527796.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
,228.05,TRANS_435904,F,Test City,Teacher,Travel,Middle Age,1,101,232758.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
,393.05,TRANS_144561,F,Test City,Engineer,Travel,Adult,1,101,369547.0,0.0,1.0,0.0,1.0
Linux,331.3,TRANS_311919,M,Test City,Teacher,Electronics,Young Adult,6,101,157810.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,404.85,TRANS_949171,F,Test City,Clerk,Travel,Middle Age,2,101,26725.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,275.91,TRANS_609326,M,Test City,Doctor,Groceries,Middle Age,1,101,65344.0,0.43388373911755823,-0.900968867902419,0.0,1.0
,444.95,TRANS_195843,M,Los Angeles,Doctor,Travel,Young Adult,1,101,706343.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
,239.92,TRANS_344835,M,Test City,Lawyer,Entertainment,Middle Age,3,101,99350.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
Windows,162.84,TRANS_547499,F,Chicago,Clerk,Groceries,Young Adult,1,101,1598952.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
other,305.13,TRANS_258600,F,Test City,Engineer,Groceries,Adult,4,101,345374.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
,363.2,TRANS_544145,F,Test City,Doctor,Apparel,Middle Age,1,101,31159.0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
,413.21,TRANS_902737,F,Los Angeles,Lawyer,Travel,Middle Age,1,101,545718.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
,131.3,TRANS_127203,F,Test City,Engineer,Groceries,Middle Age,3,101,2768.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
Linux,352.07,TRANS_875217,M,Test City,Engineer,Entertainment,Young Adult,1,101,111798.0,0.0,1.0,-1.0,-1.8369701987210297e-16
macOS,307.24,TRANS_118156,M,Test City,Lawyer,Travel,Middle Age,2,101,23956.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,92.65,TRANS_197343,F,Test City,Lawyer,Travel,Middle Age,4,101,26424.0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
other,362.9,TRANS_846904,M,Los Angeles,Engineer,Apparel,Adult,1,101,98505.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,110.81,TRANS_931019,M,Test City,Lawyer,Groceries,Middle Age,3,101,37913.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,216.98,TRANS_352674,F,Houston,Engineer,Apparel,Middle Age,1,101,4082042.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
X11,13.2,TRANS_207599,F,Test City,Lawyer,Travel,Adult,2,101,935733.0,0.0,1.0,0.0,1.0
other,477.94,TRANS_139518,M,Test City,Doctor,Groceries,Adult,2,101,19171.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
X11,320.58,TRANS_425586,F,Test City,Teacher,Entertainment,Middle Age,2,101,62169.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
other,10.16,TRANS_981280,F,Los Angeles,Clerk,Apparel,Middle Age,1,101,854650.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
macOS,431.29,TRANS_140084,F,Test City,Lawyer,Electronics,Adult,2,101,65753.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
macOS,192.51,TRANS_387453,M,Test City,Lawyer,Travel,Middle Age,2,101,49871.0,0.0,1.0,1.0,6.123233995736766e-17
,223.76,TRANS_620207,M,Test City,Engineer,Apparel,Middle Age,1,101,177990.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,317.98,TRANS_179562,M,Test City,Lawyer,Apparel,Middle Age,1,101,28348.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
macOS,186.22,TRANS_213856,M,Los Angeles,Lawyer,Apparel,Young Adult,1,101,4166969.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
,209.18,TRANS_277262,M,Phoenix,,Apparel,Adult,1,101,57770.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
,257.89,TRANS_733709,F,New York,Nurse,Electronics,Adult,2,101,4546881.0,0.43388373911755823,-0.900968867902419,0.0,1.0
,428.82,TRANS_568560,M,Test City,Clerk,Entertainment,Middle Age,5,101,713005.0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
,23.56,TRANS_534992,F,Houston,Lawyer,Apparel,Middle Age,1,101,0.0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
,348.38,TRANS_997358,M,New York,Doctor,Apparel,Middle Age,1,101,1494971.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
,483.15,TRANS_617134,M,Test City,Teacher,Entertainment,Middle Age,5,101,162184.0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
,231.65,TRANS_901534,M,Test City,Clerk,Electronics,Adult,1,101,192968.0,0.0,1.0,1.0,6.123233995736766e-17
,118.55,TRANS_929575,M,Phoenix,Teacher,Entertainment,Young Adult,1,101,838187.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
macOS,333.29,TRANS_205315,F,Test City,Lawyer,Travel,Middle Age,2,101,136619.0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
Windows,166.67,TRANS_283525,M,Test City,Engineer,Travel,Adult,1,101,55579.0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
X11,456.73,TRANS_416241,F,Chicago,Nurse,Apparel,Young Adult,1,101,649614.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0
,427.45,TRANS_664835,F,Test City,Doctor,Groceries,Middle Age,5,101,233404.0,0.7818314824680298,0.6234898018587336,0.0,1.0
,208.75,TRANS_143540,M,Test City,Clerk,Groceries,Middle Age,1,101,93955.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
Windows,203.63,TRANS_621966,F,Test City,Lawyer,Groceries,Middle Age,1,101,228744.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
macOS,126.85,TRANS_159440,F,Houston,Clerk,Groceries,Middle Age,1,101,2147025.0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
macOS,437.72,TRANS_429301,M,Test City,Lawyer,Entertainment,Young Adult,1,101,34433.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
X11,249.94,TRANS_368677,F,Test City,Teacher,Apparel,Young Adult,3,101,7106.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
macOS,264.73,TRANS_219959,F,Test City,Engineer,Groceries,Adult,1,101,5392.0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
,499.78,TRANS_470239,F,Test City,Clerk,Travel,Young Adult,1,101,92649.0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
,51.37,TRANS_179680,M,Test City,Engineer,Groceries,Adult,1,101,141163.0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
,80.39,TRANS_974468,F,Test City,Engineer,Groceries,Adult,1,101,149593.0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
,37.1,TRANS_944896,M,Phoenix,Lawyer,Travel,Young Adult,1,101,2013281.0,-0.433883739117558,-0.9009688679024191,0.0,1.0
,300.0,TRANS_177405,M,Test City,Engineer,Groceries,Middle Age,1,101,68186.0,0.9749279121818236,-0.22252093395631434,0.0,1.0
macOS,246.69,TRANS_443456,M,Test City,Clerk,Travel,Middle Age,1,101,18885.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
X11,258.7,TRANS_470109,M,Test City,Lawyer,Travel,Middle Age,3,101,46058.0,0.43388373911755823,-0.900968867902419,0.0,1.0
Linux,226.14,TRANS_330784,M,Test City,Lawyer,Travel,Middle Age,1,101,195082.0,0.0,1.0,-1.0,-1.8369701987210297e-16
other,295.86,TRANS_946094,M,Chicago,Clerk,Electronics,Adult,1,101,5814681.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
other,38.47,TRANS_249829,M,Chicago,Clerk,Groceries,Young Adult,1,101,1380556.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
